included_for_analysis,start_date,progress,duration,finished,informed_consent,fruit_answer,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,control_engagement_1,control_engagement_2,control_description,proximal_engagement_1,proximal_engagement_2,proximal_description,distal_engagement_1,distal_engagement_2,distal_description,concerned,serious_impact,likely,relative_importance,mitigation_intention_1,mitigation_intention_2,mitigation_intention_3,mitigation_intention_4,mitigation_intention_5,mitigation_intention_6,mitigation_intention_7,policy_support_1,policy_support_2,policy_support_3,policy_support_4,PD_1,PD_2,PD_3,PD_4,math,PD_5,PD_6,PD_7,PD_8,efficacy_1,efficacy_2,efficacy_3,efficacy_4,experience,damage_1,damage_2,age,gender,gender_text,race,ethnicity,education,fossil_fuel,zip_code,zip_code_duration,political_party,political_party_text,political_scale,condition
2,3/17/23 12:40,100,417,1,1,5,6,6,6,7,7,7,6,6,6,6,6,7,5,7,7,12,12,Weather events are causing climate change ,,,,,,,7,6,5,5,4,2,2,2,4,4,4,4,4,5,5,2,2,4,4,5,2,2,3,3,4,4,4,4,1,3,4,4,2,,1,1,1,3,77706,2005,4,,4,control
0,3/14/23 8:21,100,328,1,1,5,6,4,6,5,4,4,7,7,6,4,4,7,2,6,5,11,11,None,,,,,,,6,6,7,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,6,6,2,,1,2,3,3,78133,2018,1,,6,control
2,3/14/23 9:04,100,420,1,1,5,5,5,5,7,7,7,6,7,5,4,6,5,6,6,7,12,9,climate change is effecting out weather where we are having more severe storms.,,,,,,,1,3,1,1,1,3,5,5,4,4,3,1,1,1,1,3,3,3,3,5,3,3,3,3,2,3,1,3,2,,,6,1,,1,1,5,3,78237,1981,3,,6,control
2,3/14/23 9:55,100,423,1,1,5,7,4,7,7,7,7,7,7,7,5,4,2,6,7,1,12,11,The climate change is a concern.,,,,,,,5,5,3,2,3,4,1,5,1,2,4,2,4,4,3,1,2,4,4,5,2,3,4,1,5,5,5,5,1,1,5,7,2,,1,2,5,3,77478,2018,5,,4,control
0,3/14/23 8:21,100,316,1,1,5,6,6,5,5,4,5,7,7,4,6,7,4,4,4,7,,,,12,12,Strong storms are likely to happen more often ,,,,5,5,5,4,1,2,1,2,1,2,2,5,5,4,4,5,3,5,2,1,1,5,3,3,4,2,4,4,1,3,4,6,1,,1,2,5,3,77071,2018,5,,4,proximal
1,3/14/23 10:04,100,547,1,1,5,7,4,5,5,5,7,7,7,7,7,4,4,4,4,5,10,10,Concerning ,,,,,,,4,4,4,4,2,3,2,4,4,4,4,4,4,4,5,2,4,4,3,5,2,4,4,3,3,3,5,5,1,4,7,7,1,,5,2,1,3,78219,2022,5,,3,control
2,3/17/23 11:36,100,425,1,1,5,5,6,7,5,6,6,7,7,5,4,6,7,6,6,4,12,12,"There are extreme weather occurrences that is happening frequently. Based on a report that was published in 2022, there will often be more natural disasters this year.",,,,,,,7,5,6,5,4,1,1,1,1,1,1,5,1,4,1,1,4,4,5,5,1,3,1,1,4,5,4,5,2,,,6,2,,2,1,6,3,75243,2015,4,,2,control
2,4/1/23 12:23,100,428,1,1,5,7,7,7,7,6,6,7,7,7,4,6,5,6,7,7,12,12,It says that climate is changing because of global warming ,,,,,,,7,7,7,7,2,5,4,5,2,2,5,5,4,5,5,1,2,5,5,5,1,1,2,5,5,5,5,5,1,5,6,8,1,,1,2,2,3,77378,1986,1,,5,control
2,3/27/23 19:16,100,434,1,1,5,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,12,12,Weather is string up and we have options to do better,,,,,,,7,7,7,7,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,2,5,5,5,5,1,4,5,5,1,,1,1,3,3,77301,1995,1,,4,control
2,3/17/23 11:27,100,442,1,1,5,5,4,7,7,7,7,6,6,5,4,6,4,3,6,2,12,12,Climate change makes the weather and environment weird which causes bad things ,,,,,,,5,6,3,4,2,5,1,1,4,3,1,3,3,3,3,4,4,4,4,5,1,3,1,3,3,4,4,4,2,,,5,2,,6,2,5,3,75048,2022,4,,4,control
2,4/2/23 23:23,100,446,1,1,5,2,4,5,7,6,5,6,7,6,5,7,4,6,6,5,12,12,You know we have had some really strange weather have you noticed how it seems so much hotter in the summer and how there seems to be more and more hurricanes and tornados each year more than the previous year? ,,,,,,,7,7,6,7,5,2,1,1,5,2,5,3,4,2,4,2,2,4,4,5,1,2,2,3,2,3,2,2,1,4,4,7,2,,1,2,5,3,76227,2008,1,,5,control
0,3/14/23 10:18,100,965,1,1,5,7,6,7,7,7,7,7,7,6,3,1,6,5,4,6,12,12,"According to this survey, I value humanity & the earth / nature. I don’t care about being influential, but admittedly… I wouldn’t mind being wealthy.  I’m a flawed human who does value ethics & morals & I value this in others.",,,,,,,7,7,7,6,5,2,2,4,3,4,4,5,5,5,4,1,1,5,5,5,1,1,1,1,5,4,4,5,1,1,2,7,1,,1,2,5,3,75701,Eeek … candidly. My divorce & a child with special needs & surgeries warranted I move in with my parents. It stabilized ( life ) and then I ( gulp / shame ) I began cohabitating with my parents. Life took another unfortunate turn for the worse ( after that ) & I be just had to deal with the outcome. Embarrassing to say ( who reads or audits this). Over a decade.,4,,3,control
2,3/14/23 8:21,100,447,1,1,5,6,6,6,7,7,7,7,7,7,7,5,6,6,5,6,11,8,"The Earth goes in seasons, Climate Change is completely made up. We have seasons just like the planet. Again climate change is completely made up. ",,,,,,,1,1,1,1,5,4,1,3,1,5,1,4,1,1,4,5,3,3,3,5,3,3,3,3,1,1,1,1,1,6,7,5,1,,1,2,5,2,79606,2016,2,,4,control
0,3/14/23 8:21,100,550,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,Very informed ,,,,,,,2,7,4,4,5,1,1,1,5,1,5,2,2,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,5,2,,2,2,2,3,76022,2022,5,,1,control
2,3/14/23 9:59,100,449,1,1,5,6,6,6,5,6,6,6,6,5,6,6,6,5,6,5,8,10,"The climate is changing, and not for the better.",,,,,,,2,2,2,1,3,3,1,5,1,1,3,2,1,2,3,2,2,4,4,5,4,2,4,2,2,2,3,4,1,1,3,9,1,,1,2,6,3,78148,2005,1,,5,control
2,3/27/23 19:26,100,460,1,1,5,7,6,7,7,7,7,7,7,7,3,5,5,6,5,5,12,11,Global warming is causing worse bad weather,,,,,,,7,7,4,4,4,3,2,1,2,4,4,4,3,3,3,2,2,4,4,5,3,2,2,3,3,3,3,3,2,,,8,2,,1,2,3,3,77502,1995,1,,4,control
2,3/17/23 10:53,100,461,1,1,5,5,4,5,5,5,4,5,5,5,2,5,2,5,5,5,12,12,climate change,,,,,,,5,6,4,4,4,1,1,1,4,4,1,4,4,4,3,3,2,3,4,5,2,3,2,2,4,3,3,4,1,1,1,9,1,,1,2,5,3,75080,2009,3,,4,control
2,3/27/23 12:33,100,461,1,1,5,4,4,5,5,5,6,7,6,7,5,6,5,5,5,5,12,10,Climate change is blamed for everything ,,,,,,,2,3,2,1,5,1,1,2,4,3,2,3,1,2,1,4,4,2,2,5,4,4,4,3,2,2,2,2,1,3,5,8,2,,1,1,5,3,76108,1995,3,,6,control
2,3/13/23 8:07,100,465,1,1,5,5,6,6,6,5,6,6,6,4,4,5,4,3,3,4,11,10,Climate change is creating severe weather events which damages towns and kills.,,,,,,,5,5,5,4,4,2,2,4,2,2,4,3,2,2,3,3,2,4,4,5,2,3,2,3,3,3,4,4,1,1,4,8,2,,1,2,2,3,75409,2023,3,,5,control
0,3/14/23 12:06,100,1576,1,1,5,2,1,6,6,3,3,6,7,1,4,3,7,4,5,5,11,11,that it just ask you about everyday life things,,,,,,,1,1,1,2,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,5,1,1,4,1,1,2,2,2,1,1,1,4,2,,"2,6",1,3,3,77573,2020,1,,2,control
2,3/14/23 15:45,100,468,1,1,5,7,5,7,7,7,7,4,7,3,2,2,3,2,2,5,12,12,Climate change is making the weather worse & more unpredictable.,,,,,,,7,7,5,7,4,1,1,5,3,1,3,4,3,5,5,2,5,5,5,5,1,5,3,1,5,5,5,5,2,,,5,2,,1,2,2,3,78640,2006,4,,1,control
2,3/15/23 8:50,100,468,1,1,5,5,3,5,7,7,7,7,7,6,3,5,6,5,4,4,11,12,Weather of all kinds are getting worse because of climate change ,,,,,,,7,7,7,5,5,3,5,5,5,1,3,5,5,5,3,1,1,5,5,5,1,2,1,5,5,5,3,4,1,4,5,9,2,,1,2,3,3,75287,2017,4,,4,control
2,3/14/23 19:05,100,472,1,1,5,7,7,7,7,7,7,4,7,7,1,5,5,5,6,7,12,12,"According to a 2022 report by the ipcc, friends and family, we are not nuts! The weather is worse and we should probably move out of hurricane alley!",,,,,,,7,7,7,7,1,5,1,3,3,3,4,5,5,5,5,1,1,5,5,5,1,1,1,5,5,5,5,5,1,3,6,7,2,,1,2,3,3,77084,2008,4,,1,control
2,3/27/23 18:58,100,478,1,1,5,5,4,5,6,5,6,7,7,6,4,5,6,4,6,3,11,10,Uodated Climate changes being reported,,,,,,,5,6,5,4,4,2,2,2,3,1,4,4,2,2,3,3,3,3,4,5,3,3,4,2,3,4,3,4,2,,,6,2,,1,2,3,3,76641,2017,1,,4,control
2,3/17/23 11:03,100,479,1,1,5,3,2,5,6,5,6,3,7,5,4,4,7,3,6,5,11,11,Climate change is causing more extreme weathers im our country.,,,,,,,5,5,3,2,4,3,1,2,5,2,2,3,3,4,3,4,3,3,4,5,4,2,3,2,4,3,3,4,1,2,5,4,2,,1,1,2,3,77045,2018,1,,5,control
0,3/14/23 8:32,100,167,1,1,5,5,6,6,4,6,6,6,3,5,6,6,6,5,4,5,10,9,Extreme weather conditions ,,,,,,,4,7,4,4,3,3,3,4,3,3,4,3,2,3,2,3,4,4,4,3,3,3,2,4,2,4,3,4,2,,,5,2,,1,2,5,3,77573,2020,3,,4,control
0,3/14/23 20:31,100,168,1,1,5,3,4,4,3,6,3,5,4,3,4,6,3,3,4,4,11,9,I love my family and friends I talk to them all the time,,,,,,,5,4,4,3,4,5,4,4,3,2,3,2,4,3,4,5,5,4,4,5,2,4,4,4,3,3,4,4,1,4,5,4,2,,1,2,5,3,94016,2000,1,,5,control
2,3/14/23 19:52,100,481,1,1,5,7,7,7,7,7,7,1,5,6,5,6,4,6,6,6,12,12,"Global warming has gotten a lot worse, and it’s having very severe impacts in the weather which result in loss of lives",,,,,,,7,7,7,7,3,3,3,5,1,2,5,5,5,5,5,1,1,5,5,5,1,1,1,5,5,5,5,5,1,5,5,5,4,Non-binary,3,1,4,3,78404,2021,4,,1,control
0,3/14/23 8:17,100,1088,1,1,5,7,7,7,7,7,7,5,2,7,7,7,7,7,7,7,,,,,,,12,8,It's about trying to make both see eye to eye ,4,7,3,7,5,1,1,4,1,3,1,4,3,4,3,4,3,4,4,4,3,3,5,4,3,3,4,4,2,,,6,1,,1,1,3,3,75223,2018,4,,4,distal
0,3/14/23 8:32,100,297,1,1,5,5,5,4,5,5,5,5,5,3,5,5,4,5,6,5,8,10,Depends on which family member. ,,,,,,,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,,,6,2,,1,2,3,3,79912,2003,1,,4,control
2,3/14/23 8:19,100,485,1,1,5,6,5,7,7,5,6,7,7,5,5,5,5,5,5,5,10,10,Global warming might b getting worse,,,,,,,4,5,4,3,5,1,5,4,3,5,1,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,7,2,,1,2,1,3,79364,2019,3,,7,control
2,3/14/23 8:17,100,487,1,1,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,I would explain to them the importance of climate change and why we should participate in helping to prevent this event.,,,,,,,7,7,7,7,5,5,5,5,1,1,5,5,1,5,1,1,1,5,5,5,1,1,3,5,5,5,5,5,1,1,5,9,2,,2,2,3,3,77034,2019,4,,4,control
2,3/14/23 8:31,100,487,1,1,5,4,2,2,4,2,5,5,5,4,2,2,3,2,2,3,12,12,"According to recent research, climate change is making extreme weather events more common.",,,,,,,4,6,5,4,3,3,2,3,3,4,2,4,3,4,3,3,3,4,4,5,3,3,2,5,4,4,5,5,1,5,7,5,2,,1,2,6,3,75287,2019,2,,4,control
0,3/14/23 8:32,100,454,1,1,5,7,7,5,7,6,7,6,5,7,7,5,7,6,6,7,,,,,,,11,11,"we need to something to climate change
as we have more fornados now that wver",6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,2,,,8,2,,1,2,5,3,76063,2011,4,,5,distal
2,3/17/23 2:13,100,488,1,1,5,4,5,5,6,6,7,7,7,6,2,7,3,4,7,7,11,10,"Studies show that more frequent extreme weather such as rain, heat, fires, and hurricanes are impacting life as we know it. ",,,,,,,5,5,7,5,4,4,1,4,5,2,5,2,3,4,4,1,1,5,5,5,2,2,1,5,3,3,4,3,1,7,6,5,2,,1,1,2,2,78380,2021,3,,4,control
2,3/27/23 11:23,100,490,1,1,5,6,7,7,6,7,7,5,6,3,1,4,1,6,7,6,9,12,"Severe weather events are scary, due to climate change, and can negatively impact people, communities and the economy.",,,,,,,7,6,6,7,4,4,1,4,5,2,5,4,5,5,2,1,1,5,4,5,1,2,1,2,4,3,5,4,2,,,6,2,,1,2,6,3,78201,2022,4,,1,control
2,3/19/23 11:04,100,496,1,1,5,6,5,6,7,7,7,7,7,7,3,4,3,5,5,5,11,11,It is about caring for and showing concern for the environment ,,,,,,,6,6,5,6,3,2,5,4,2,1,4,5,4,5,5,2,2,4,4,5,2,2,2,4,4,4,5,4,1,3,5,8,1,,1,2,2,3,77099,2006,4,,2,control
0,3/14/23 8:18,100,1376,1,1,5,6,5,7,7,5,7,7,7,7,4,7,7,5,7,7,,,,,,,11,10,I don’t know what I would say. ,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,4,2,,1,2,4,3,76210,2022,1,,4,distal
1,3/15/23 17:37,100,183,1,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,10,10,Weather ,,,,,,,5,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,5,2,,2,1,3,3,78220,2021,3,,4,control
2,3/19/23 14:59,100,498,1,1,5,6,5,5,7,7,5,7,7,6,4,4,2,5,6,6,11,10,New stuff about climate change and how it is really affecting the world around us,,,,,,,4,5,3,4,4,1,5,4,3,2,3,4,3,4,3,3,3,3,4,5,2,3,3,3,3,4,4,5,2,,,7,2,,1,1,3,3,78219,2018,3,,5,control
2,3/14/23 8:15,100,500,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,Weather is changing ,,,,,,,4,4,4,4,5,1,1,1,1,5,3,3,4,3,3,3,4,5,4,5,4,4,5,3,4,4,4,4,2,,,6,2,,2,2,2,3,76120,2021,3,,4,control
0,3/14/23 8:40,100,170,1,1,5,5,5,5,5,5,5,6,6,4,4,7,5,5,6,6,,,,,,,11,10,The paragraphs are about severe weather and climate change ,5,5,6,5,3,3,4,4,3,3,3,3,4,4,4,5,4,3,3,4,4,4,4,5,4,2,3,4,1,4,5,4,2,,6,1,3,3,75229,1999,2,,4,distal
2,3/15/23 19:03,100,500,1,1,5,7,7,7,7,7,7,7,7,6,1,4,1,6,6,6,12,12,"We are having more severe weather conditions due to climate change.  This has resulted in catastrophic events that have killed people, put people in unhealthy situations, loss of wildlife, and taken an intense effect on infrastructure and our economy.",,,,,,,7,7,7,7,2,2,1,1,5,1,1,5,5,5,5,1,1,5,5,5,1,1,1,3,4,4,5,5,2,,,8,2,,"1,3",2,3,3,75077,1989,4,,1,control
1,3/16/23 2:04,100,242,1,1,5,5,4,4,6,6,5,6,6,5,6,3,5,4,6,4,10,11,Stay inside ,,,,,,,6,5,5,4,4,2,4,3,4,4,4,4,2,2,4,4,3,2,4,5,3,2,4,4,4,4,4,4,1,2,4,6,1,,2,2,2,3,75050,2019,4,,5,control
2,3/27/23 13:39,100,502,1,1,5,4,4,5,2,4,2,7,4,4,5,2,7,6,7,6,8,8,Climate change occurring globally is increasing likelihood of severe weather events ,,,,,,,1,1,5,1,2,1,2,3,4,3,4,4,1,2,1,3,3,4,5,5,4,2,4,3,3,3,3,4,1,2,6,8,1,,1,2,6,3,77611,2020,1,,7,control
2,3/14/23 11:58,100,504,1,1,5,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,12,12,Weather can have a good effect but also a bad effect depending on the severity of the type of weather ,,,,,,,5,4,7,5,5,3,3,2,5,2,4,3,4,4,3,5,5,2,4,5,4,4,5,4,2,2,2,1,1,5,5,5,2,,2,2,2,3,77520,2022,5,,4,control
0,3/14/23 8:42,100,253,1,1,5,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,,,,,,,10,11,Climate change is becoming more prevalent. ,6,5,6,6,2,3,3,3,2,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,3,2,3,2,1,6,6,5,1,,2,2,6,1,78249,2006,3,,4,distal
2,3/29/23 21:30,100,510,1,1,5,6,6,6,7,5,4,7,7,7,4,4,4,6,5,5,10,9,"Sounds like it came off of a Liberal site or John Kerry's.Do I trust the U.N. ? That would be ""No"" as well.",,,,,,,2,2,2,2,2,2,2,1,3,3,2,2,1,2,1,3,3,2,2,5,2,2,3,2,3,3,1,3,1,3,3,9,2,,1,2,2,3,79241,2008,1,,7,control
0,3/14/23 8:32,100,896,1,1,5,5,5,4,6,3,5,6,3,4,3,4,3,3,5,4,12,11,Cl ok I ate change has made cyclones devastating.,,,,,,,3,4,3,2,4,2,2,2,3,3,2,4,2,4,4,4,2,2,4,1,3,2,4,2,3,4,2,2,1,5,6,6,2,,1,2,3,3,77664,2022,4,,2,control
2,3/16/23 11:38,100,514,1,1,5,7,7,7,7,5,7,2,7,7,3,5,6,5,7,6,12,12,That as climate change worsens and the world becomes hotter due to the effects of the human population our world and weather changes are starting to become dangerous ,,,,,,,7,7,7,7,3,3,1,1,1,1,5,4,4,5,3,3,3,5,5,5,1,3,2,3,5,5,5,5,2,,,4,2,,2,2,1,3,77082,2016,3,,1,control
2,3/27/23 11:19,100,527,1,1,5,5,5,4,6,5,5,5,6,4,4,4,5,5,5,5,11,11,A comment on the impact of climate change,,,,,,,5,6,4,5,4,2,2,3,4,4,3,4,3,4,4,2,2,4,5,5,2,2,2,4,3,3,4,3,1,1,4,10,1,,1,2,6,3,75248,1976,4,,4,control
0,3/17/23 1:14,100,214,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,Best people in the world ,,,,,,,4,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,5,2,,"2,4",2,5,3,77033,2008,3,,7,control
2,3/18/23 1:22,100,532,1,1,5,2,5,5,5,6,6,6,7,7,4,7,4,6,6,5,12,12,As climate changes the world will continue to see natural disaster’s more frequently.,,,,,,,4,5,5,4,1,1,2,2,1,1,1,3,3,4,3,4,3,4,4,5,2,3,2,3,1,1,4,2,2,,,10,2,,1,2,2,3,76049,2022,3,,4,control
2,3/15/23 8:33,100,534,1,1,5,2,2,2,3,4,7,6,7,4,2,2,5,4,3,3,9,10,weather events are getting more and more dramatic and severe as we keep over using the resources on the planet.,,,,,,,1,2,1,1,4,1,1,2,1,1,1,4,4,3,3,4,4,1,2,5,5,2,4,1,1,1,2,1,2,,,5,2,,"1,3",1,5,3,77845,2020,4,,1,control
2,3/14/23 8:29,100,542,1,1,5,7,6,7,7,6,7,7,7,6,5,4,4,6,6,5,11,10,What is the TRUE cause of weather warfare???,,,,,,,6,6,6,6,3,5,2,4,3,1,5,2,2,1,2,2,2,4,4,5,3,4,2,4,3,4,4,4,1,4,6,8,2,,1,2,2,3,77375,1990,3,,5,control
2,3/17/23 11:34,100,542,1,1,5,6,7,7,7,4,5,7,7,7,4,7,2,7,7,6,12,8,"Due to climate change and a report done in 2022, they claim that severe weather is due to climate change leading to more disasters, loss of life, biodiversity, health, infrastructure and the economy",,,,,,,4,4,4,4,3,3,1,1,2,1,4,2,1,1,3,3,3,3,3,5,3,1,3,1,4,4,3,3,2,,,7,2,,1,2,2,3,76009,6,1,,7,control
2,3/14/23 22:43,100,549,1,1,5,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,12,11,Climate change is very important,,,,,,,7,7,7,7,1,5,1,5,1,1,3,4,2,3,4,4,4,4,2,5,2,4,4,4,5,4,5,5,1,1,5,7,2,,1,1,3,3,78415,1999,3,,4,control
2,4/1/23 20:49,100,557,1,1,5,7,6,7,7,7,7,7,7,6,5,5,5,7,6,6,10,11,Climate change is important ,,,,,,,6,6,6,6,2,3,2,2,3,2,4,3,4,4,4,2,1,4,4,5,2,2,2,4,4,4,4,4,1,5,5,9,1,,"1,3",1,6,3,75904,2021,4,,4,control
0,3/14/23 8:48,100,310,1,1,5,7,7,7,6,7,7,7,7,7,6,7,5,6,6,6,12,12,Great survey ,,,,,,,1,1,7,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,4,2,,2,2,4,3,76177,1 year,4,,6,control
2,3/15/23 9:38,100,560,1,1,5,7,7,7,7,7,6,7,7,6,5,5,6,5,7,7,11,12,Climate change is not just getting hotter it occurs in several ways. ,,,,,,,7,7,6,7,3,2,2,4,4,3,4,4,4,5,5,2,4,4,5,5,4,4,3,5,4,4,5,5,1,1,2,10,1,,1,2,6,3,77802,2020,1,,4,control
0,3/14/23 8:44,100,594,1,1,5,4,7,3,4,5,6,3,7,3,5,3,4,5,4,5,,,,,,,10,12,I don’t know ,4,4,5,4,2,3,3,4,3,2,1,1,3,5,2,3,1,4,4,4,1,2,1,2,1,2,5,4,2,,,10,1,,4,2,3,3,76111,2018,5,,3,distal
2,3/14/23 8:13,100,561,1,1,5,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,12,12,That our planet is on the road where the planet will be no more ,,,,,,,7,6,5,6,5,1,1,1,1,1,4,3,5,5,3,4,2,5,5,5,1,3,3,3,5,5,5,4,2,,,5,2,,1,1,2,3,78065,1988,3,,4,control
0,3/14/23 8:47,100,469,1,1,5,7,7,7,7,7,7,7,7,7,4,7,4,7,7,7,12,12,Don't know ,,,,,,,7,7,7,7,5,3,1,1,3,1,5,5,5,5,5,5,5,3,5,5,3,3,5,5,5,5,5,5,1,1,5,8,2,,1,2,1,3,77047,2019,4,,2,control
2,3/18/23 12:21,100,570,1,1,5,7,5,7,7,7,7,7,7,7,4,4,3,7,7,7,12,12,Global warming has caused lots of disasters as far as tornadoes hurricanes floods earthquakes which has caused lots of deaths and changes to the Earth with his destroyed a lot of human necessities,,,,,,,6,6,7,7,3,5,5,1,5,1,5,5,3,5,5,1,1,5,5,5,1,1,1,5,5,5,4,3,1,4,4,8,2,,1,2,3,3,76857,2017,4,,1,control
2,3/14/23 8:40,100,571,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,The world is changing drastically. It might be even coming to an end. Who knows. ,,,,,,,6,7,4,4,3,2,1,2,2,2,3,3,3,3,2,4,4,5,4,5,3,4,5,3,4,5,4,5,2,,,5,1,,1,2,2,3,76086,2022,5,,4,control
0,3/14/23 8:56,100,202,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,nothing,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,9,2,,1,2,6,3,75189,1982,1,,7,control
0,3/17/23 11:44,100,302,1,1,5,5,6,6,3,4,5,4,6,5,5,6,6,4,5,5,10,9,No I wouldnt say nothing,,,,,,,1,3,4,3,4,3,1,4,1,3,1,4,1,3,2,4,4,1,3,5,4,3,4,2,3,3,3,3,1,1,5,5,1,,2,2,6,3,77011,2000,1,,2,control
0,3/17/23 11:45,100,497,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,Very emotional,,,,,,,7,7,7,7,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,2,,,6,1,,1,2,6,3,77002,2022,4,,1,control
2,3/14/23 8:39,100,576,1,1,5,5,3,6,5,5,5,6,7,6,5,5,6,5,5,4,11,11,That the climate is changing  rapidly. Things need  to be done about it. To protect lives and our way of life. If we don't things are going to get worse.,,,,,,,6,6,6,6,2,1,1,4,4,3,4,4,4,4,4,1,1,5,5,5,1,1,1,5,4,1,5,4,2,,,6,2,,1,1,3,3,75043,2020,3,,3,control
2,4/1/23 19:27,100,587,1,1,5,4,5,6,7,2,6,7,7,7,5,5,4,5,5,6,11,10,This UN panel says the weather is changeable.,,,,,,,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,3,3,4,3,5,4,3,3,3,2,2,2,2,2,,,9,1,,1,2,5,3,79601,1958,3,,6,control
0,3/14/23 9:00,100,128,1,1,5,3,4,2,2,3,4,4,2,5,2,1,4,2,2,3,,,,10,10,the only way i could see the difference was to put ,,,,4,4,5,3,2,2,3,2,3,3,2,2,2,3,2,4,3,1,3,4,3,1,3,3,1,2,3,1,1,3,4,8,2,,3,1,2,2,77071,2023,2,,3,proximal
2,3/17/23 6:17,100,588,1,1,5,6,4,7,7,7,6,3,6,5,4,4,5,3,5,4,12,12,Research has shown that the negative effects of climate changes and the results could be detrimental ,,,,,,,7,5,7,6,1,5,3,3,1,2,4,4,3,5,3,1,3,4,4,5,1,3,2,4,4,4,4,5,1,3,6,4,1,,1,1,2,3,76010,2018,4,,2,control
2,3/13/23 8:05,100,589,1,1,5,7,5,5,7,7,7,7,7,5,5,7,5,5,5,6,12,12,climate change facts are undeniable,,,,,,,7,7,7,7,3,3,4,4,3,1,1,5,5,5,4,1,1,5,5,5,1,1,1,5,4,4,5,5,2,,,8,1,,1,2,2,3,78229,2016,4,,1,control
0,3/14/23 8:52,100,807,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,9,10,I can't think of anything ,,,,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,6,2,,1,2,2,3,76707,2011,5,Neither,4,proximal
2,3/13/23 8:08,100,596,1,1,5,5,6,7,7,7,6,6,7,7,5,5,5,7,7,7,12,12,"According to a study by the United Nations, climate is becoming more violent. These extreme weather events come at a great cost to humanity, including the loss of lives. ",,,,,,,2,2,2,2,4,5,1,5,4,1,5,2,1,1,1,3,3,2,3,5,4,3,4,4,4,4,3,3,1,2,5,9,2,,1,2,6,3,77040,1995,3,,6,control
0,3/14/23 8:56,100,586,1,1,5,4,4,5,4,3,4,4,6,6,3,4,5,4,5,4,10,10,I’m not sure. ,,,,,,,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,2,3,2,3,3,3,3,3,2,,,5,2,,1,2,2,3,75901,1997,1,,4,control
1,3/18/23 9:18,100,233,1,1,5,2,1,2,1,3,1,1,1,2,3,2,2,2,2,2,12,12,We need to start taking action,,,,,,,7,7,7,7,4,4,1,1,4,4,4,4,4,4,4,5,5,4,5,5,1,5,5,3,4,4,4,4,1,5,4,5,2,,1,1,3,3,78572,2018,4,,4,control
0,3/14/23 9:03,100,237,1,1,5,4,5,5,6,6,4,5,3,5,4,6,7,4,6,4,12,12,Keeping to date ,,,,,,,1,1,4,3,4,4,3,3,3,5,4,5,4,3,3,4,5,5,4,4,4,3,4,3,3,5,5,3,2,,,4,2,,"1,2,5",1,6,2,77001,2018,3,,4,control
